,type,sms,processedSMS,filteredSMS
1373,1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,rip get mobil content www clubmobi com call 08717509990 poli true pix rington game six download 3,"['rip', 'get', 'mobil', 'content', 'www', 'clubmobi', 'com', 'call', '08717509990', 'poli', 'true', 'pix', 'rington', 'game', 'six', 'download', '3']"
1374,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705,"['tri', 'contact', 'repli', 'offer', 'video', 'phone', '750', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcord', 'repli', 'call', '08000930705']"
1375,1,A  400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a  400 reward. Just call 09066380611 ,400 xma reward wait comput randomli pick loyal mobil custom receiv 400 reward call 09066380611,"['400', 'xma', 'reward', 'wait', 'comput', 'randomli', 'pick', 'loyal', 'mobil', 'custom', 'receiv', '400', 'reward', 'call', '09066380611']"
1376,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,privat 2003 account statement show 800 un redeem point call 08718738002 identifi code 48922 expir 21 11 04,"['privat', '2003', 'account', 'statement', 'show', '800', 'un', 'redeem', 'point', 'call', '08718738002', 'identifi', 'code', '48922', 'expir', '21', '11', '04']"
1377,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",custom servic announc recent tri make deliveri unabl pleas call 07099833605 schedul ref 9280114,"['custom', 'servic', 'announc', 'recent', 'tri', 'make', 'deliveri', 'unabl', 'pleas', 'call', '07099833605', 'schedul', 'ref', '9280114']"
1378,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop 150p text,"['hi', 'babe', 'chloe', 'r', 'u', 'smash', 'saturday', 'night', 'great', 'weekend', 'u', 'miss', 'sp', 'visionsm', 'com', 'text', 'stop', 'stop', '150p', 'text']"
1379,1,"URGENT! Your Mobile No 07808726822 was awarded a  2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent mobil 07808726822 award 2 000 bonu caller prize 02 09 03 2nd attempt contact call 0871 872 9758 box95qu,"['urgent', 'mobil', '07808726822', 'award', '2', '000', 'bonu', 'caller', 'prize', '02', '09', '03', '2nd', 'attempt', 'contact', 'call', '0871', '872', '9758', 'box95qu']"
1380,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner mr foley ipod excit prize soon keep eye ur mobil visit www win 82050 co uk,"['win', 'winner', 'mr', 'foley', 'ipod', 'excit', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobil', 'visit', 'www', 'win', '82050', 'co', 'uk']"
1381,1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli,"['free', 'game', 'get', 'rayman', 'golf', '4', 'free', 'o2', 'game', 'arcad', '1st', 'get', 'ur', 'game', 'set', 'repli', 'post', 'save', 'activ8', 'press', '0', 'key', 'arcad', 'termsappli']"
1382,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobil 10 mth updat latest camera video phone free keep ur number get extra free min text text ye call,"['mobil', '10', 'mth', 'updat', 'latest', 'camera', 'video', 'phone', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'min', 'text', 'text', 'ye', 'call']"
1383,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see o2 co uk game 4 term set purchas,"['buy', 'space', 'invad', '4', 'chanc', '2', 'win', 'orig', 'arcad', 'game', 'consol', 'press', '0', 'game', 'arcad', 'std', 'wap', 'charg', 'see', 'o2', 'co', 'uk', 'game', '4', 'term', 'set', 'purchas']"
1384,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,"['camera', 'award', 'sipix', 'digit', 'camera', 'call', '09061221066', 'fromm', 'landlin', 'deliveri', 'within', '28', 'day']"
1385,1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,weekli cool mob tone readi download week new tone includ 1 crazi frog axel f 2 akon lone 3 black eye dont p info n,"['weekli', 'cool', 'mob', 'tone', 'readi', 'download', 'week', 'new', 'tone', 'includ', '1', 'crazi', 'frog', 'axel', 'f', '2', 'akon', 'lone', '3', 'black', 'eye', 'dont', 'p', 'info', 'n']"
1386,1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbin co uk get lot cash weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away,"['cashbin', 'co', 'uk', 'get', 'lot', 'cash', 'weekend', 'www', 'cashbin', 'co', 'uk', 'dear', 'welcom', 'weekend', 'got', 'biggest', 'best', 'ever', 'cash', 'give', 'away']"
1387,1,URGENT! Your Mobile number has been awarded with a  2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,"['urgent', 'mobil', 'number', 'award', '2000', 'prize', 'guarante', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hr', '150ppm']"
1388,1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4  100 cash. Name the NEW US President? txt ans to 80082,thank 4 continu support question week enter u in2 draw 4 100 cash name new us presid txt an 80082,"['thank', '4', 'continu', 'support', 'question', 'week', 'enter', 'u', 'in2', 'draw', '4', '100', 'cash', 'name', 'new', 'us', 'presid', 'txt', 'an', '80082']"
1389,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,uniqu user id 1172 remov send stop 87239 custom servic 08708034412,"['uniqu', 'user', 'id', '1172', 'remov', 'send', 'stop', '87239', 'custom', 'servic', '08708034412']"
1390,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or  10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent call 09066649731from landlin complimentari 4 ibiza holiday 10 000 cash await collect sae cs po box 434 sk3 8wp 150ppm 18,"['urgent', 'call', '09066649731from', 'landlin', 'complimentari', '4', 'ibiza', 'holiday', '10', '000', 'cash', 'await', 'collect', 'sae', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18']"
1391,1,URGENT This is our 2nd attempt to contact U. Your  900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent 2nd attempt contact u 900 prize yesterday still await collect claim call 09061702893,"['urgent', '2nd', 'attempt', 'contact', 'u', '900', 'prize', 'yesterday', 'still', 'await', 'collect', 'claim', 'call', '09061702893']"
1392,1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa call would littl one like call santa xma eve call 09077818151 book time calls1 50ppm last 3min 30 c www santacal com,"['santa', 'call', 'would', 'littl', 'one', 'like', 'call', 'santa', 'xma', 'eve', 'call', '09077818151', 'book', 'time', 'calls1', '50ppm', 'last', '3min', '30', 'c', 'www', 'santacal', 'com']"
1393,1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir 06 05 05,"['privat', '2004', 'account', 'statement', '078498', '7', 'show', '786', 'unredeem', 'bonu', 'point', 'claim', 'call', '08719180219', 'identifi', 'code', '45239', 'expir', '06', '05', '05']"
1394,1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choos babe video sm shsex netun fgkslpopw fgkslpo,"['check', 'choos', 'babe', 'video', 'sm', 'shsex', 'netun', 'fgkslpopw', 'fgkslpo']"
1395,1,u r a winner U ave been specially selected 2 receive  1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810710p min 18,"['u', 'r', 'winner', 'u', 'ave', 'special', 'select', '2', 'receiv', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', '2', 'claim', '0871277810710p', 'min', '18']"
1396,1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY  1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobil 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,"['new', 'mobil', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', '1', 'www', '4', 'tc', 'biz', '2optout', '087187262701', '50gbp', 'mtmsg18', 'txtauction']"
1397,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,privat 2003 account statement show 800 un redeem point call 08715203652 identifi code 42810 expir 29 10 0,"['privat', '2003', 'account', 'statement', 'show', '800', 'un', 'redeem', 'point', 'call', '08715203652', 'identifi', 'code', '42810', 'expir', '29', '10', '0']"
1398,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a  150 prize. To collect is easy. Just call 09061743386 ,valu vodafon custom comput pick win 150 prize collect easi call 09061743386,"['valu', 'vodafon', 'custom', 'comput', 'pick', 'win', '150', 'prize', 'collect', 'easi', 'call', '09061743386']"
1399,1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messag thank use auction subscript servic 18 150p msgrcvd 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270,"['free', 'messag', 'thank', 'use', 'auction', 'subscript', 'servic', '18', '150p', 'msgrcvd', '2', 'skip', 'auction', 'txt', '2', 'unsubscrib', 'txt', 'stop', 'customercar', '08718726270']"
1400,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bore housew chat n date 0871750 77 11 bt nation rate 10p min landlin,"['bore', 'housew', 'chat', 'n', 'date', '0871750', '77', '11', 'bt', 'nation', 'rate', '10p', 'min', 'landlin']"
1401,1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladi 21 f invit friend repli ye 910 910 see www sm ac u hmmross stop send stop frnd 62468,"['lyricalladi', '21', 'f', 'invit', 'friend', 'repli', 'ye', '910', '910', 'see', 'www', 'sm', 'ac', 'u', 'hmmross', 'stop', 'send', 'stop', 'frnd', '62468']"
1402,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info,"['1', 'polyphon', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p', 'tone', '16', 'repli', 'hl', '4info']"
1403,1,Todays Vodafone numbers ending with 4882 are selected to a receive a  350 award. If your number matches call 09064019014 to receive your  350 award.,today vodafon number end 4882 select receiv 350 award number match call 09064019014 receiv 350 award,"['today', 'vodafon', 'number', 'end', '4882', 'select', 'receiv', '350', 'award', 'number', 'match', 'call', '09064019014', 'receiv', '350', 'award']"
1404,1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow,"['want', 'latest', 'video', 'handset', '750', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'repli', 'call', '08000930705', 'deliveri', 'tomorrow']"
1405,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a  500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,"['ou', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']"
1406,1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw,"['free', 'polyphon', 'rington', 'text', 'super', '87131', 'get', 'free', 'poli', 'tone', 'week', '16', 'sn', 'pobox202', 'nr31', '7z', 'subscript', '450pw']"
1407,1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show msg ticket kiosk valid 4 7 12 c c kiosk repli soni 4 mre film offer,"['warner', 'villag', '83118', 'c', 'colin', 'farrel', 'swat', 'wkend', 'warner', 'villag', 'get', '1', 'free', 'med', 'popcorn', 'show', 'msg', 'ticket', 'kiosk', 'valid', '4', '7', '12', 'c', 'c', 'kiosk', 'repli', 'soni', '4', 'mre', 'film', 'offer']"
1408,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min,"['goal', 'arsen', '4', 'henri', '7', 'v', 'liverpool', '2', 'henri', 'score', 'simpl', 'shot', '6', 'yard', 'pass', 'bergkamp', 'give', 'arsen', '2', 'goal', 'margin', '78', 'min']"
1409,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min bt nation rate,"['2nd', 'time', 'tri', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easi', 'call', '08712101358', '10p', 'per', 'min', 'bt', 'nation', 'rate']"
1410,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u,"['got', 'take', '2', 'take', 'part', 'wrc', 'ralli', 'oz', 'u', 'lucozad', 'energi', 'text', 'ralli', 'le', '61200', '25p', 'see', 'pack', 'lucozad', 'co', 'uk', 'wrc', 'itcould', 'u']"
1411,1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl wait text text great night chat send stop stop servic,"['hi', 'sexychat', 'girl', 'wait', 'text', 'text', 'great', 'night', 'chat', 'send', 'stop', 'stop', 'servic']"
1412,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed  1000 CASH or  2000 gift. Speak to a live operator NOW!,great news call freefon 08006344447 claim guarante 1000 cash 2000 gift speak live oper,"['great', 'news', 'call', 'freefon', '08006344447', 'claim', 'guarante', '1000', 'cash', '2000', 'gift', 'speak', 'live', 'oper']"
1413,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi ami send free phone number coupl day give access adult parti,"['hi', 'ami', 'send', 'free', 'phone', 'number', 'coupl', 'day', 'give', 'access', 'adult', 'parti']"
1414,1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcom select o2 servic ad benefit call special train advisor free mobil diall 402,"['welcom', 'select', 'o2', 'servic', 'ad', 'benefit', 'call', 'special', 'train', 'advisor', 'free', 'mobil', 'diall', '402']"
